50000 200000
3403 21357 1
8418 44012 4
49909 38809 5
17078 33357 1
18459 29796 1
41816 14072 3
46525 37681 5
20653 4427 5
3617 39006 4
24749 18409 10
36854 15456 9
20761 25961 3
24575 24529 9
32255 3406 10
7724 45447 5
47711 1969 10
15392 31856 9
20353 47341 1
16170 5974 3
8795 18697 1
46988 49421 9
9393 18245 9
26480 6532 7
30220 30416 9
25720 42727 1
22263 28839 6
5055 7250 6
5060 16080 10
1679 47625 7
27851 12086 4
29240 47392 5
28586 31368 8
19789 12554 9
8121 26362 4
31834 6226 7
17277 28707 4
25519 44156 3
6070 10891 8
40119 8372 8
39436 29689 6
38254 23167 2
35357 47445 8
38796 843 9
33547 48693 7
6598 2941 10
31699 447 6
18467 2514 4
41914 48523 6
43067 11816 10
5586 19540 8
34817 17808 4
38307 23825 1
15134 37721 2
8141 34055 8
15399 9161 7
27776 42845 6
12995 5097 7
6256 39513 4
22710 866 3
38678 45333 5
27222 12510 4
36524 34324 7
5152 9545 4
19770 49055 2
10712 41068 10
15983 254 7
14444 16978 6
25119 9565 5
42279 20714 3
6401 9628 5
30896 43669 3
12378 27045 10
18723 45294 6
43873 33877 1
19983 22594 5
14051 31537 9
31763 19757 6
22013 25745 8
2388 23136 4
34912 5639 1
34173 38824 7
17972 36000 9
1339 47234 9
39483 12566 3
49257 10813 2
15594 23028 6
39772 3263 6
18162 23624 6
38304 33471 9
6513 42075 9
7904 8551 9
24917 20210 5
14511 30391 10
619 45616 1
22165 34819 9
29148 8913 3
6324 21800 2
49288 18765 8
27407 45447 9
728 42035 5
37818 17384 10
32472 31160 8
38242 44980 2
37113 16442 7
17612 38864 10
46512 49059 9
16191 49312 6
4031 32723 10
6432 45352 10
33119 30905 6
13409 46754 6
8165 24664 1
33003 38678 4
6544 45872 1
47173 17252 3
45843 41738 7
48886 33806 7
553 6803 1
6049 35525 2
22912 42024 1
5986 4356 1
36182 15464 8
29137 26232 4
9530 1377 10
43487 47658 9
33043 23862 6
42222 30798 1
49509 7250 9
10025 4147 9
38980 27258 9
19175 13596 8
24112 38931 5
11083 10549 7
44916 2149 8
20534 47248 1
30599 12038 10
39941 46337 1
44296 1624 1
21591 33082 8
38039 22446 10
7409 13149 2
39191 12616 7
41349 13978 10
27890 48799 6
13993 13907 1
48468 13440 8
9763 3296 1
3180 196 2
7938 49793 9
39317 42796 5
20415 44276 2
43284 26322 6
19873 48213 6
40493 30934 1
39963 42606 7
32386 45334 8
39387 42452 2
18892 17745 3
41317 23737 8
5632 18627 8
48979 43641 10
16800 39089 10
9507 2828 10
47065 30779 8
34229 35367 2
20906 49315 2
44649 969 5
41954 20271 6
49719 11162 2
11201 36201 6
34103 15806 6
48902 28088 1
48441 33294 2
12894 5838 4
12289 38593 8
39921 40968 7
11953 24072 7
819 32953 1
27249 32123 2
10492 33191 4
34791 10308 5
22662 13812 10
39257 23122 10
12624 36306 2
7546 18464 5
28969 47004 8
13371 43008 2
22503 37747 6
13144 4757 10
22002 23114 5
39538 25134 9
30579 29439 2
8452 9564 9
43404 40203 4
11406 46019 6
27630 42462 10
36468 41401 9
29500 466 4
27979 22626 7
19225 16438 3
10131 29214 9
8892 20918 9
27883 43345 4
39457 17053 6
25971 8265 6
39011 25071 3
12702 2076 5
28583 12650 4
31146 11280 5
30390 9913 7
42820 25101 3
3231 42787 2
31926 47893 9
38565 35574 4
24536 31830 3
44379 40879 8
43123 49267 4
27548 6657 8
19563 7945 9
37948 11678 5
8915 24920 1
12067 6573 5
34962 29419 2
12836 10822 1
27791 34132 9
201 35653 4
4657 22952 6
3907 20656 10
9938 49474 6
32120 30699 6
6697 42068 8
33518 17992 8
10501 23111 3
49577 28013 10
4623 40614 5
49482 24305 8
49621 48593 6
359 7031 2
5337 20912 6
45320 31726 4
32848 7694 4
1054 25072 8
24096 16778 1
23086 16402 9
23935 42852 1
26475 28476 4
6903 25957 6
18804 31201 5
1354 39039 7
30433 15850 3
1652 33743 3
19414 40470 4
5751 43543 10
25204 7042 9
6615 14211 6
4684 28604 7
41306 6214 8
31560 49489 3
3826 38867 1
22071 42402 9
9179 39326 6
27498 2071 5
20421 22476 1
19240 43060 10
18026 6350 1
25106 38789 10
31548 33589 8
26024 20160 2
4858 38059 4
16643 29328 7
24226 22841 4
5277 24748 2
25247 13294 4
15885 18245 1
12915 24043 8
13485 44893 10
22783 8275 7
4427 36717 5
31994 20042 4
17003 9950 3
38407 10853 4
34193 5338 8
23816 24824 6
44947 32707 8
23742 10363 6
35046 6749 8
45655 18907 8
19685 11819 9
31874 14863 10
46776 14520 5
29981 21434 2
37660 39526 6
42608 17542 1
21432 38431 6
3319 30624 4
14025 12613 6
27585 9079 2
31779 46166 7
33542 8212 7
18479 41661 2
44447 40528 6
15300 37129 8
35942 19783 8
41087 20189 5
12983 6822 9
31285 22522 4
1251 5750 7
9563 1803 10
43491 42218 2
46008 40933 6
7416 37824 7
17690 48139 10
22901 41842 2
28802 1317 4
38976 5038 6
43666 26097 8
36507 21103 6
31468 43087 4
11543 35803 7
10946 1238 9
45888 33670 1
4262 11726 9
35455 19354 6
38680 1335 9
25474 1830 5
12482 474 5
5092 39171 10
1204 11029 2
5864 45933 4
39959 35141 8
8040 2149 2
19523 34349 2
36994 36219 2
46994 47979 9
6877 28153 6
10987 43919 4
8982 35798 10
12844 27816 2
19769 19068 10
27604 16220 10
2620 30731 7
36586 18908 9
37391 32920 9
34639 19029 1
3120 12485 8
30228 42663 3
45154 5093 8
25894 35076 7
48382 20362 2
45615 27320 1
5560 28809 6
2493 25190 10
40803 46669 1
48325 45137 5
11246 26961 5
7248 19925 9
6640 28814 1
39821 3759 10
18636 7513 7
44372 29029 10
22042 4646 1
14106 16456 8
10303 49261 2
12215 17024 3
26066 6757 3
49378 42994 9
37936 15314 7
37313 49634 1
22578 40555 9
35960 34527 5
24150 28053 9
40847 31409 3
43260 2053 7
25162 27268 9
12454 11716 3
13808 1469 1
44359 47563 8
29095 22857 1
32808 33639 5
30051 21151 1
41570 34711 10
24994 7302 2
24912 14030 6
8697 35862 4
11178 28394 1
23112 17033 7
45620 40760 7
47755 47681 3
6049 1473 5
986 21482 5
9519 27809 4
965 6825 10
2164 47261 3
22912 10858 5
15782 37110 4
25850 26429 2
23374 13737 4
22605 16649 2
10119 44204 8
1623 1888 5
9934 44514 9
41312 21374 3
4663 7838 7
46517 43141 9
2667 4497 9
3345 36074 1
47733 11517 5
38656 24726 7
15630 12938 6
21890 10642 7
8142 32107 1
13388 25714 8
1159 46886 3
10502 46757 4
6931 16666 7
40739 17380 4
22671 43140 10
11495 43804 3
42665 4406 2
47770 6046 2
6177 28670 10
46363 39296 9
12122 46317 2
33553 39845 6
10848 1513 7
42323 38270 7
33920 44611 8
19207 42960 3
23420 27727 1
30053 19005 4
8854 40744 7
28363 2150 5
26009 3840 2
13912 33400 9
21178 24507 10
16296 37967 3
559 39366 9
22863 25140 7
26344 35500 3
9312 8957 7
41188 9185 4
31239 26568 5
22755 26696 6
37635 17778 10
41523 8997 2
26167 8215 1
32168 19883 10
32318 46157 1
6208 43303 6
35572 42552 2
21802 6842 6
32803 17901 7
35794 48436 10
43478 251 4
12348 38763 8
5021 20757 6
16224 32319 7
42862 5474 4
340 3257 8
3590 13613 6
40602 12959 7
6401 45741 9
23914 26805 5
30515 37214 9
13683 14877 1
14657 46765 9
9247 19226 7
37 35648 5
43318 18714 3
11363 10351 1
6117 23689 1
2970 21630 8
191 2710 10
46019 37023 8
44441 13236 4
41211 48078 4
19403 32994 4
49851 39699 10
34923 23520 10
1262 49750 7
49403 15955 4
36032 5685 10
39378 543 5
19255 22361 10
35206 40210 8
12255 20953 6
25182 11660 6
43315 9642 2
40811 28992 7
48107 4911 7
22944 17660 3
3610 15362 5
11584 46821 4
3273 48464 2
46793 47558 4
9621 15016 10
35415 42388 10
2716 45323 3
36218 22670 10
1092 45220 7
14129 23300 6
5432 46553 9
33172 21311 9
21728 44995 8
20213 42201 10
44544 10407 8
6911 13850 9
16439 42700 1
16646 12774 3
41529 15886 5
9884 35652 10
28404 30760 8
36863 37841 1
14893 33949 9
28658 953 8
48559 47308 7
2143 40727 3
2551 38467 2
17398 20414 9
7368 17877 8
10406 9907 8
11574 38250 2
41129 45768 6
41527 9152 1
48502 21502 1
3691 20016 4
34 35233 10
31607 20372 9
19071 16105 6
38515 34713 7
9718 38930 10
14387 44021 7
5362 33287 4
5612 32912 6
32830 6293 8
48075 31551 9
1599 11507 9
22791 41528 7
467 863 6
40472 2073 8
44589 12038 5
4521 5284 5
31447 11304 5
42448 19971 4
17755 24670 8
18005 2841 8
4938 49357 7
14230 9416 6
27493 1714 7
12009 47162 6
7572 25926 4
37752 28631 5
45042 12576 9
30675 35831 3
2988 14444 5
38684 18288 6
1748 21654 4
5051 11451 9
34905 13848 5
9138 49211 9
14898 17600 1
1237 23378 2
7807 14991 1
44264 31486 4
18626 36072 5
40289 43319 2
34230 38661 5
15134 20124 1
35976 8484 2
3872 2677 1
38367 21410 1
38870 32043 2
43209 28172 6
39976 14580 3
40967 15494 8
24764 324 3
3793 6585 2
34227 24229 5
12289 6202 10
25587 31873 5
8840 33108 1
7119 49647 4
42771 49483 5
41634 20433 9
36252 8860 7
43277 27542 7
15490 14356 9
18809 33056 8
38036 16892 5
25683 12186 1
24881 35046 4
27090 25925 1
8084 952 2
8447 11420 8
18772 27630 6
41463 47551 1
33795 21992 7
19182 9266 9
6925 4761 1
30123 27771 8
45847 9996 4
33560 48024 1
17378 43701 3
24886 20324 2
46500 49289 1
5514 2801 6
49923 41915 10
48899 47300 4
38455 43240 3
12731 45645 6
8420 428 9
37195 1157 1
13441 39064 6
38555 42464 10
42729 43259 4
28912 30079 9
43807 5538 8
4437 29126 5
15276 22350 6
28884 37014 4
43237 39040 8
22163 29795 10
37471 37947 9
43094 1939 10
29228 14865 5
24730 24520 3
49187 32596 6
40779 24086 1
18090 46487 9
23986 47318 9
35448 4072 2
47011 14883 8
3712 349 1
36133 8822 3
44676 23593 5
47507 45072 5
13009 25707 1
29422 46888 8
10088 41223 8
22978 48845 2
30084 1845 1
22139 34961 9
49395 11435 10
7809 26405 8
7274 27717 9
30100 11109 1
4937 49326 9
2655 19696 5
6164 6155 10
3445 48754 5
44055 20726 3
26704 706 4
2822 41250 3
40678 12414 5
11356 23127 9
28482 1573 10
7419 25807 6
36237 24051 9
49644 37570 4
41364 3716 6
29855 20584 7
7995 23608 9
4316 33464 6
37598 1534 7
46645 19729 1
302 16899 9
3246 20166 9
14622 44320 4
1535 13970 3
32488 29300 5
26186 15487 7
12195 28277 9
5521 36173 2
28679 13554 6
4276 48541 2
8261 9507 6
3180 12364 4
9023 25031 1
28414 41537 8
3145 48851 9
15152 31574 3
23842 28419 1
360 44954 6
25576 23770 6
9842 13684 7
34363 29723 5
10178 42571 5
40982 5316 6
713 38607 4
31193 31201 3
38219 11257 1
8574 1009 6
30717 1970 9
5787 40811 5
49583 1140 6
5541 42887 1
32204 14214 7
46433 25608 6
45322 28043 2
11943 37539 10
41584 23730 8
19052 6592 3
33470 19547 1
39773 20521 4
5183 36874 9
47087 2331 1
33701 32615 6
34658 23815 7
3017 22993 8
46255 46250 1
23495 40559 3
17094 26862 9
28349 25483 6
33865 10831 2
41336 22393 2
26233 17869 3
28992 40360 3
7084 6068 5
36701 11020 5
18334 5201 8
33678 2124 9
1778 34584 7
9845 8884 8
48956 38930 4
21031 17505 10
7029 7198 10
33832 34396 5
17406 6251 10
32961 26300 3
31623 4225 1
27522 40435 10
39887 49792 3
16874 28722 9
32070 6903 6
23815 40318 7
12255 1049 6
16861 9400 10
12790 13894 9
9982 40290 9
28519 30619 2
25886 4959 7
39878 4089 2
38211 25874 6
27936 15379 5
28297 42132 8
19280 26027 7
29385 9430 9
14050 26723 7
3473 46063 3
22902 17339 8
44260 45610 7
26733 11053 1
28995 19795 3
17451 23650 5
36231 14840 5
36126 4877 4
15480 40784 7
21128 49482 3
23830 36636 4
22371 5357 5
5507 47751 4
3810 42231 6
10430 24468 8
28448 20361 5
13561 7544 9
13248 22564 8
44040 37001 6
2451 45868 5
20329 20593 5
6050 23126 9
25017 28344 3
43230 7347 10
5912 48425 7
24354 20241 8
25188 37011 8
24020 39123 7
30381 8771 10
38954 44179 6
16210 49907 10
47622 47229 8
15467 19641 1
37280 29071 2
26396 794 1
13444 14400 10
21862 38376 3
27453 36307 3
45901 38441 5
26127 40054 3
17914 7253 8
28517 43215 7
36896 30677 3
27070 27811 2
3265 29753 5
9548 17429 2
23568 1814 8
9617 1496 3
41620 35287 6
27110 410 7
25982 48271 10
36346 48329 10
15377 41353 3
27901 1346 8
26056 39007 7
44770 25195 10
3314 31569 3
8089 8872 1
41686 39137 3
38909 40095 8
44984 32367 6
47540 24079 1
46035 33215 10
25380 47294 6
47135 21138 3
27306 45231 10
17184 12127 7
18862 38618 2
18772 12537 7
34944 40574 1
31161 33565 5
45324 17475 9
42119 49689 1
16205 25259 9
8703 46816 3
7751 1830 9
2629 32747 6
41801 32148 6
33349 29430 4
15150 35973 6
41933 40368 2
48481 47602 7
861 13373 7
41273 17922 5
7469 28546 4
3102 30893 2
39898 42404 7
3733 145 4
27850 8295 4
40921 16658 5
17896 8861 5
44163 6690 7
1806 26250 7
42750 39519 5
49247 26775 6
14181 32500 1
1270 15865 4
5154 2048 2
35058 36647 9
38839 12260 1
16134 33624 5
42034 13760 3
15277 10197 9
35723 43119 6
32390 38529 4
4047 21017 3
28682 4225 9
15700 4449 10
18854 36325 5
13906 13147 7
28749 18166 10
35958 15421 10
3305 10252 3
35538 20405 10
10254 5883 7
32383 10195 8
35791 6281 10
45276 17523 10
8524 8426 1
17519 31103 4
41703 41347 8
30689 8557 3
7471 2179 8
32380 19912 2
790 46641 9
48446 23308 8
7346 40739 1
46649 40707 4
38691 17003 2
42503 20582 2
20300 7357 2
16562 34163 2
14052 2996 7
21579 29454 8
13646 29726 1
19858 41750 4
45452 20600 10
47100 16766 5
39628 5634 2
45025 37727 4
41769 31828 5
46919 12196 3
36892 27334 3
10218 37571 5
11980 37247 6
3091 19486 10
22522 48732 10
29613 22897 7
5433 44835 7
2410 23140 1
896 10785 1
9356 4119 4
18045 21551 2
25716 1489 8
13476 4691 5
23573 34277 4
34753 15948 4
48463 12389 4
8362 35159 8
37823 14500 9
22984 6740 4
40017 4237 1
44439 15886 1
12304 42779 6
33444 12841 4
35536 338 9
41378 3517 7
49040 44622 6
49105 25887 4
6092 30492 6
15142 17936 8
45253 37300 9
24823 11026 2
43783 9745 10
31390 29523 1
27664 28638 1
38973 32857 9
16934 34261 4
13560 36131 3
1157 28397 10
34272 15484 1
454 42473 1
14788 18283 5
12725 13484 8
33125 27090 6
27861 42062 3
47074 44542 9
40062 8159 10
6569 47419 9
21224 45190 9
37528 15661 5
24155 42256 4
22380 43113 2
31304 36198 1
25659 28423 5
4163 11218 10
1173 49534 1
37379 18854 4
15054 6780 9
45099 12410 4
22204 37940 6
35313 39510 10
44123 47972 7
42776 29631 4
44720 45533 4
31170 43534 6
16665 49477 9
10980 21409 7
24012 44678 9
11453 10455 8
28338 18595 5
32476 4417 5
1920 1169 1
23359 23955 4
46821 37279 5
30463 16361 4
20452 7409 7
43237 3174 8
13548 44439 2
28017 10437 7
14970 5640 10
33335 11096 8
1633 6981 6
32008 7321 8
43675 49060 6
20632 8460 10
14816 29639 3
12445 5299 1
11671 952 4
49288 28074 6
39508 18177 4
12785 49731 6
27784 43142 5
32996 6557 9
41841 33679 6
14594 24929 7
29839 29787 6
35593 13408 2
1335 34706 10
29409 12374 2
41633 8010 6
8408 6743 9
33650 8639 4
13532 47761 7
6745 30760 7
45645 44322 3
20723 25456 7
28524 4383 7
11617 21315 3
44689 312 3
30712 23985 7
31432 38873 10
22738 6506 10
30774 8291 3
15400 19012 4
45337 11370 10
32608 40119 6
40092 34559 7
36234 38305 1
25011 41406 8
30745 38085 10
16830 41656 7
6259 36795 7
17040 31115 10
31740 23502 1
41351 20271 9
8219 44288 2
2568 39985 9
15112 1357 7
40095 7494 1
45096 24674 8
45363 30799 5
40365 40098 8
7182 10223 6
36363 7118 7
31675 48327 4
24940 45047 3
24610 37581 2
33766 31604 10
33506 27733 5
3427 4371 6
32138 45902 9
14533 1216 7
4857 27393 10
12203 27011 9
42590 7469 10
18162 1732 6
28554 15779 1
14358 9935 3
3 19812 7
41520 36650 3
49856 38695 4
24085 49887 3
31544 26665 2
1804 37966 6
30785 3105 3
21154 25471 10
11238 37882 9
45917 25594 8
29373 26556 7
48818 26151 5
14106 22288 3
30744 14710 9
11343 2524 8
33161 10925 8
7588 31405 3
19444 38110 5
3776 35713 3
41079 19412 8
1987 29431 1
37040 38783 2
43752 15718 9
4238 695 1
28864 41411 4
10359 36592 1
12144 48558 5
10167 44740 4
38731 44008 1
44944 30100 3
9527 33021 3
41673 20223 6
20164 49790 7
9060 9266 6
48756 22987 3
22056 40861 6
24770 30712 8
6410 31407 6
48877 19708 8
12463 14341 1
46918 6723 5
32151 34715 10
47284 8632 10
4111 4398 7
44497 4896 1
20412 37767 4
18020 675 9
4375 48609 2
14738 45633 10
7074 5418 9
44990 5470 10
46400 27565 7
35773 26372 6
47775 8008 10
48374 37558 1
43458 15669 1
20227 26801 6
30108 8885 1
47824 29817 10
13812 31823 7
1197 38228 5
47173 9339 9
8636 13801 5
25897 43754 2
37210 23159 2
42108 6376 5
16886 39413 7
18423 3576 6
28151 22293 2
6238 35003 5
8517 46332 8
22619 15797 10
22721 15922 10
10105 12615 5
6761 49089 6
8443 33949 7
11296 9314 8
8898 27436 8
27699 1598 10
10033 19074 8
48869 31777 3
39970 5913 4
5382 34144 1
19006 1098 8
7574 14481 10
38779 44534 7
38457 2904 7
5744 17769 4
43580 9281 2
33506 4184 1
1580 46259 10
30643 8107 9
33605 40865 4
7913 42676 10
43983 14457 5
2474 31366 3
38526 46693 5
24572 6977 10
39742 29493 1
17513 14739 4
4063 48246 1
48877 24178 1
30936 46437 8
4799 28503 10
33790 28927 10
4768 37363 1
23163 16819 5
35024 31853 1
5211 4660 1
23318 24442 4
28350 8775 4
25338 33017 7
28063 14669 4
25036 44951 2
12256 43550 4
37801 15039 2
7502 24818 7
47727 13685 9
27950 32577 9
36469 6948 6
40651 29628 6
35144 27521 3
4431 15845 2
46600 37481 1
36312 7787 1
38207 2275 5
36373 35701 3
13580 47743 7
6665 37609 6
37570 9846 2
42236 12084 10
9092 34306 1
6171 32027 5
1860 48450 10
31362 47332 4
32831 8111 8
5913 19000 10
7035 16394 10
23695 32403 8
37787 26338 5
28260 13903 7
25593 37356 3
40516 7656 9
42063 47888 5
14749 2389 4
3567 11489 1
41521 32958 5
48290 12165 10
4085 7240 5
2403 27050 8
45149 21715 6
35950 9781 9
15083 18603 8
28389 6919 7
25420 3352 6
20043 24307 5
32447 17323 5
36369 49581 8
34085 47859 6
11038 41230 4
25298 28476 5
7715 42493 6
10703 43674 10
46172 15520 2
39331 9626 2
16799 25700 7
2711 15541 2
48071 22975 4
34746 29503 7
29199 15293 3
1515 40794 9
13728 30028 4
30811 33354 4
25646 39521 4
22347 19985 2
49856 41313 5
13787 6112 5
16244 14313 1
28897 37230 7
40317 19863 3
28106 39476 3
45068 20977 3
8396 44188 3
27764 37855 4
21819 13022 1
6162 11670 8
20744 11074 6
35120 31019 6
46653 44856 4
34081 10322 8
17650 17167 4
7956 42522 1
10307 31292 2
26191 38747 1
35293 32756 1
15019 2652 5
16570 13081 5
20002 19802 8
10560 20250 4
47766 49255 8
45661 29609 6
22464 11958 10
11189 49442 6
40262 17721 4
46616 41388 4
43254 11886 7
48680 6694 3
33798 39651 10
43511 24420 4
38866 47156 2
29756 47517 8
33944 25265 9
47005 21927 7
39103 24912 6
38737 33433 3
1235 42765 9
28629 13394 4
17966 12197 10
40883 31402 3
27448 29303 5
5057 30720 9
30353 34023 1
20230 11051 10
2436 35537 5
7815 33604 5
13850 33205 5
13081 33804 4
37599 37848 6
3779 34423 5
28445 20099 4
29376 23070 8
14648 45324 5
19537 18321 1
3883 26618 8
34639 22244 5
22603 22482 3
6026 21209 1
47712 38071 9
23731 43726 7
18841 4408 3
4962 49169 7
16150 12092 7
34542 32904 5
22908 12054 5
1891 18195 8
37649 44066 10
27301 40854 6
25065 29573 3
47602 42609 3
46301 14540 10
2083 40113 1
25683 10891 4
29783 12360 9
38318 1223 2
24459 20063 5
30130 46445 10
22198 23552 6
39318 11160 9
22154 40199 9
38917 21919 6
12111 5659 3
32762 46866 7
8644 23417 10
34497 42332 6
6618 2528 9
15144 5158 6
6148 45440 3
1465 41363 1
48725 998 9
27181 2723 2
34653 39578 6
14346 14179 1
29982 37716 4
29871 40865 3
4796 15285 9
31651 13217 1
24684 43008 4
3846 31298 2
25807 38008 3
6312 42958 3
10567 28121 9
35389 12204 1
5831 38061 1
49496 43343 6
14539 29405 9
41160 13535 4
46775 16425 5
8707 16337 9
44010 35077 2
32942 19263 7
15800 7532 3
42524 28495 3
10224 7106 10
42014 15676 7
26870 43600 1
44326 35887 3
44290 31892 8
1954 14308 7
45735 44803 3
39 36773 7
26597 6495 2
33516 6333 1
33287 23612 3
22918 26695 7
39226 30427 3
42608 18294 2
33042 26039 6
47475 2267 3
9888 30805 3
39641 2684 1
16176 22398 5
12822 10318 8
9612 6748 3
37903 21007 3
29796 42218 5
1957 24351 1
21386 264 2
40139 44367 8
35898 12564 8
31016 47219 3
4197 7589 3
5031 8738 2
21157 39852 9
27105 13893 5
6931 36489 2
8218 22170 5
28097 35707 3
32174 4991 6
19162 33380 10
28568 39156 4
36396 44264 7
29511 14226 7
18946 33675 5
2952 44584 8
49250 43116 1
3853 31178 8
26924 1489 3
46734 39557 7
25121 41204 7
9409 21467 3
29555 2142 8
39975 35056 1
38840 43404 6
19001 29536 10
46531 33028 1
30566 35354 7
28425 14701 10
13441 45475 1
43419 43576 5
12676 29260 1
2961 39012 9
21196 9423 5
3250 18172 2
41009 27478 1
49275 37651 8
14472 27724 3
46583 3524 1
22944 18168 8
21029 41249 7
4376 4096 6
24150 32119 3
46080 34351 3
19820 4246 3
23158 13015 10
42482 28769 10
22680 28103 1
12326 15056 9
5284 43962 7
48184 36659 8
45196 20278 2
6078 15801 3
38640 20508 3
48637 6971 9
10823 31359 4
24477 15361 3
3323 4012 1
49447 14581 8
40404 45033 10
21045 11718 9
1493 28154 4
26859 13208 6
11786 48312 9
3380 5336 6
47405 30496 7
18203 3514 10
37302 36335 8
10942 31956 7
6732 1161 7
36088 29638 2
38047 45360 6
48353 13592 6
4621 37609 4
21157 762 1
12047 14809 1
29436 48411 10
13164 6750 5
28026 29702 4
31830 8732 7
17786 47000 9
2518 29506 2
39944 33026 4
11664 46240 5
27676 43119 8
48936 21509 6
3790 9224 9
24347 44505 4
19197 3442 9
8693 36680 5
49269 23929 2
46974 35339 6
7713 40930 7
1452 31107 10
22534 2783 4
46414 3065 9
21251 32358 7
23550 16560 6
23561 6040 9
27412 49678 3
37762 12058 10
40252 8967 9
19633 45289 8
24337 24844 5
48155 10572 4
11825 38334 6
14659 29248 10
11702 11808 6
9659 30690 5
49786 37557 1
46443 18049 4
44320 5159 6
5299 46625 2
1221 48281 6
26734 33778 5
28075 43578 1
10370 8244 1
1592 17895 3
30277 25418 6
39971 22896 3
17410 47087 3
20989 3935 6
38597 44694 9
38515 46652 7
38627 46620 6
37421 47821 3
38091 29081 4
49937 40009 4
8351 23848 5
13647 28355 7
28418 42637 8
37753 42569 4
48914 38298 8
33999 13048 10
30503 44885 1
20976 29875 4
28923 33405 3
43504 12161 7
22106 29826 1
47764 17161 8
20749 37608 3
30577 37327 4
41233 21762 8
46232 45161 3
48631 42099 6
36712 28378 7
2960 34485 10
7519 1547 5
48872 46154 4
1724 9888 6
36169 26166 9
21566 28259 5
38306 46330 7
30836 28044 9
21 47132 5
47239 21110 7
39779 45436 3
38172 12633 8
25559 47657 8
28025 9074 6
31693 23098 3
43673 15186 6
18907 1321 1
46887 4725 4
16672 29699 6
5115 25765 3
9496 31065 2
33445 1606 2
32348 18650 5
14858 7990 10
17702 38939 5
20388 46486 7
6243 35923 5
27563 25098 6
24876 23256 5
2959 23015 9
36778 5040 2
18802 3645 1
37576 1095 6
4832 41078 8
30299 11387 7
37028 49856 1
16128 19931 8
